take start: 1533732653981
User_Id;Timestamp_Start;Timestamp_Stop;Collision;Feedback
6;1533732854141;1533733240859;Col_off;FB_on
6;1533734166796;1533734658411;Col_on;FB_off
6;1533735478905;1533735994036;Col_on;FB_on
6;1533736721092;1533737242900;Col_off;FB_off
