take start: 1579190326439
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
6;1579190326440;Verbal;Oel;1579190239287;1579190326435;1579190312504;1579190322043;51.79978;-1
