take start: 1579696253282
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
27;1579696253283;Shared_View;Oel;1579696232584;1579696253279;1579696239325;1579696247376;56.59971;-1
