take start: 1579612231900
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
10;1579612231900;Verbal;Brush;1579612161110;1579612231896;1579612215074;1579612229596;-1;-1
