take start: 1579201223212
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
23;1579201223213;Shared_View;Drehen;1579201189757;1579201223209;1579201195487;1579201220055;-1;0.4576584
