take start: 1579030434477
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
2;1579030434478;Verbal;Drehen;1579030374780;1579030434473;1579030380475;1579030429483;-1;0.4938782
