take start: 1579019873866
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
19;1579019873868;Shared_View;Oel;1579019857736;1579019873863;1579019862555;1579019869247;52.49977;-1
