take start: 1579028634066
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
2;1579028634067;Verbal;Oel;1579028614591;1579028634063;1579028618800;1579028628895;52.49977;-1
