take start: 1579184605451
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
38;1579184605451;Shared_Body;Brush;1579184591763;1579184605446;1579184594111;1579184602957;-1;-1
