take start: 1579083138833
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
37;1579083138835;Shared_Body;Drehen;1579083065926;1579083138822;1579083074833;1579083124510;-1;0.0951645
