Position at the beginning of painting: (-9.0, 1.5, -18.0) Rotation at the beginning of painting: (-0.1, -1.0, 0.0, -0.2)
-8.69795500;1.27687900;-18.48145000
-8.69584800;1.28366200;-18.47593000
-8.69554600;1.29312300;-18.47413000
-8.69552500;1.30544600;-18.47268000
-8.69607400;1.31536400;-18.47256000
-8.69707500;1.32795500;-18.47287000
-8.69868100;1.34039500;-18.47373000
-8.70065400;1.35261400;-18.47493000
-8.70226100;1.36449200;-18.47573000
-8.70407600;1.37630400;-18.47643000
-8.70610200;1.38982900;-18.47710000
-8.70887900;1.40597600;-18.47795000
-8.71255000;1.42200300;-18.47883000
-8.71597500;1.43684400;-18.47899000
-8.71942600;1.45226700;-18.47866000
-8.72366700;1.46907500;-18.47850000
-8.72857900;1.48631500;-18.47842000
-8.73352200;1.50282400;-18.47825000
-8.73923900;1.51951300;-18.47868000
-8.74459100;1.53526300;-18.47818000
-8.75086100;1.55139100;-18.47795000
-8.75736000;1.56611100;-18.47783000
-8.76286700;1.57831300;-18.47722000
-8.76950700;1.59183400;-18.47736000
-8.77684600;1.60616800;-18.47746000
-8.78467600;1.62034700;-18.47722000
-8.79225700;1.63210600;-18.47676000
-8.79935900;1.64302400;-18.47556000
-8.80626200;1.65314100;-18.47413000
-8.81602900;1.66485500;-18.47333000
-8.82704400;1.67702600;-18.47149000
-8.83707200;1.68645500;-18.46925000
-8.84578000;1.69296500;-18.46662000
-8.85565600;1.69886400;-18.46434000
-8.86567600;1.70301200;-18.46231000
-8.87582500;1.70562900;-18.46091000
-8.88693400;1.70931000;-18.45892000
-8.89837300;1.71227700;-18.45679000
-8.90864100;1.71176300;-18.45586000
-8.91845900;1.71013300;-18.45513000
-8.92885700;1.70872900;-18.45448000
-8.93681600;1.70522900;-18.45375000
-8.94457800;1.70103200;-18.45349000
-8.95162000;1.69570400;-18.45345000
-8.96574900;1.68842200;-18.45217000
-8.97665300;1.67968300;-18.45158000
-8.98789000;1.67087500;-18.45115000
-9.00017500;1.66684000;-18.44835000
-9.01215400;1.65979000;-18.44648000
-9.01504400;1.64398600;-18.44410000
-9.02045000;1.63106300;-18.44008000
-9.02244000;1.62312800;-18.43826000
-9.02489800;1.61540800;-18.43637000
-9.02369000;1.60474300;-18.43392000
-9.02288200;1.59304700;-18.43241000
-9.02504400;1.58384000;-18.43125000
-9.02616000;1.57356800;-18.42890000
-9.02520400;1.55993200;-18.42738000
-9.02461000;1.54689100;-18.42558000
-9.02369000;1.53335600;-18.42339000
-9.02235100;1.51852600;-18.42160000
-9.02074800;1.50414300;-18.41932000
-9.01990300;1.49012500;-18.41749000
-9.01928800;1.47547700;-18.41668000
-9.01826000;1.46138400;-18.41516000
-9.01960600;1.44909800;-18.41404000
-9.02034000;1.43585300;-18.41290000
-9.01938800;1.42160000;-18.41151000
-9.01947400;1.40880700;-18.41040000
-9.02054700;1.39622800;-18.40931000
-9.02209800;1.38334300;-18.40861000
-9.02307700;1.37160300;-18.40756000
-9.02361100;1.35934400;-18.40648000
-9.02460300;1.34733700;-18.40557000
-9.02720500;1.33686200;-18.40454000
-9.03103400;1.32867100;-18.40410000
-9.03498700;1.31997800;-18.40371000
-9.03966400;1.31313700;-18.40291000
-9.04604500;1.30709200;-18.40298000
-9.05324100;1.30104500;-18.40356000
-9.06300300;1.29747500;-18.40494000
-9.07257700;1.29561000;-18.40534000
-9.08185700;1.29362300;-18.40542000
-9.09396700;1.29522000;-18.40626000
-9.10639300;1.29798600;-18.40666000
-9.11708200;1.29866100;-18.40640000
-9.12769600;1.29971400;-18.40565000
-9.13806000;1.30132400;-18.40415000
-9.14751000;1.30179700;-18.40221000
-9.15763300;1.30307600;-18.40015000
-9.16688500;1.30328800;-18.39767000
-9.17700000;1.30459500;-18.39524000
-9.18764800;1.30649500;-18.39298000
-9.19821500;1.30827900;-18.39048000
-9.20766000;1.30976900;-18.38745000
-9.21730600;1.31125500;-18.38495000
-9.22771800;1.31344400;-18.38238000
-9.23798900;1.31474300;-18.38002000
-9.24663700;1.31561300;-18.37711000
-9.26028900;1.31605300;-18.37185000
-9.27177600;1.31888500;-18.36703000
-9.27723300;1.32519000;-18.36333000
-9.27748300;1.34017300;-18.36087000
-9.27861300;1.35281300;-18.35979000
-9.27874500;1.36745800;-18.35854000
-9.27860000;1.38399600;-18.35743000
-9.27815500;1.40118700;-18.35685000
-9.27748500;1.41847000;-18.35683000
-9.27696500;1.43734700;-18.35677000
-9.27722300;1.45976200;-18.35532000
-9.27589600;1.48013000;-18.35415000
-9.27443800;1.49965100;-18.35341000
-9.27160800;1.51798300;-18.35260000
-9.26867800;1.53580500;-18.35181000
-9.26534800;1.55423200;-18.34973000
-9.26128900;1.57223200;-18.34691000
-9.25802600;1.59026800;-18.34390000
-9.25497200;1.60736900;-18.34097000
-9.25249600;1.62555100;-18.33667000
-9.25045700;1.64201800;-18.33268000
-9.24513200;1.65486500;-18.32865000
-9.24358200;1.67011300;-18.32424000
-9.24534800;1.68581700;-18.32029000
-9.24517200;1.69840600;-18.31634000
-9.24681800;1.71076500;-18.31344000
-9.25105800;1.72073900;-18.31217000
-9.25978500;1.73245600;-18.30970000
-9.27135900;1.74447200;-18.30568000
-9.28156700;1.75255300;-18.30260000
-9.29439900;1.75929500;-18.30015000
-9.31164600;1.76583800;-18.29817000
-9.33119900;1.77272400;-18.29465000
-9.35020700;1.77750300;-18.29134000
-9.36745500;1.78049100;-18.28825000
-9.39006900;1.78382700;-18.28530000
-9.41559700;1.78734800;-18.28074000
-9.43783900;1.78849900;-18.27625000
-9.45894100;1.78896000;-18.27107000
-9.47847300;1.78886000;-18.26606000
-9.49572700;1.78838900;-18.26105000
-9.51539600;1.79060700;-18.25179000
-9.53146100;1.79183800;-18.24292000
-9.54174000;1.79159700;-18.23678000
-9.55192800;1.79074800;-18.23239000
-9.56146700;1.78930000;-18.22946000
-9.56989700;1.78822100;-18.22672000
-9.57677100;1.78937700;-18.22130000
-9.57955700;1.78363300;-18.21617000
