take start: 1579083833769
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
37;1579083833770;Shared_Body;Oel;1579083809093;1579083833766;1579083815970;1579083829141;52.39977;-1
