take start: 1579185036832
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
38;1579185036833;Shared_Body;Drehen;1579185002362;1579185036829;1579185010153;1579185033209;-1;0.513119
