take start: 1579188062725
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
5;1579188062726;Verbal;Brush;1579187989757;1579188062720;1579188045921;1579188060056;-1;-1
