take start: 1579081074591
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
3;1579081074592;Verbal;Oel;1579080991360;1579081074588;1579081054824;1579081071929;54.29974;-1
