take start: 1579084206722
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
37;1579084206723;Shared_Body;Brush;1579084190162;1579084206717;1579084199328;1579084204119;-1;-1
