take start: 1579616996094
UserId;Timestamp;Condition;Task;T1Start;T1End;T2Start;T2End;FillValue;PressureValue
26;1579616996095;Shared_View;Brush;1579616975191;1579616996089;1579616977600;1579616993902;-1;-1
