Position at the beginning of painting: (-9.0, 1.3, -17.8) Rotation at the beginning of painting: (0.1, -0.9, 0.2, 0.5)
-8.69768700;1.28222300;-18.47487000
-8.69445000;1.28858800;-18.47079000
-8.69597800;1.29710300;-18.47198000
-8.69821900;1.30491800;-18.47452000
-8.70039500;1.31300200;-18.47648000
-8.70200800;1.32230400;-18.47664000
-8.70280600;1.33038100;-18.47570000
-8.70299000;1.33933700;-18.47524000
-8.70203600;1.34745000;-18.47590000
-8.70207300;1.35511000;-18.47866000
-8.70293300;1.36378800;-18.48049000
-8.70492800;1.37220000;-18.48138000
-8.70709700;1.38034700;-18.48265000
-8.70865400;1.38865900;-18.48311000
-8.71054400;1.39781500;-18.48412000
-8.71197300;1.40692900;-18.48473000
-8.71293400;1.41570100;-18.48433000
-8.71360800;1.42498500;-18.48312000
-8.71377700;1.43377500;-18.48365000
-8.71260600;1.44235600;-18.48454000
-8.71316100;1.45162000;-18.48659000
-8.71539000;1.45939300;-18.48874000
-8.71894400;1.46652300;-18.49019000
-8.72246800;1.47433000;-18.49073000
-8.72604900;1.48247200;-18.49060000
-8.72917500;1.49037700;-18.48991000
-8.73304000;1.49855200;-18.49004000
-8.73688700;1.50753900;-18.48977000
-8.73997800;1.51556000;-18.48969000
-8.74321600;1.52502200;-18.48982000
-8.74568500;1.53383300;-18.48974000
-8.74728700;1.54162600;-18.48883000
-8.75049700;1.54980500;-18.48994000
-8.75367100;1.55809100;-18.48971000
-8.75696900;1.56588600;-18.48914000
-8.76045100;1.57510200;-18.48715000
-8.76426600;1.58342500;-18.48592000
-8.76742300;1.59131600;-18.48436000
-8.77136900;1.59907600;-18.48403000
-8.77494700;1.60649300;-18.48347000
-8.77889000;1.61417100;-18.48323000
-8.78278300;1.62128300;-18.48199000
-8.78788100;1.62810500;-18.47966000
-8.79341000;1.63529200;-18.47541000
-8.79770400;1.64089700;-18.47142000
-8.80387600;1.64709200;-18.46854000
-8.81053700;1.65356400;-18.46725000
-8.81683900;1.65945200;-18.46668000
-8.82335100;1.66555600;-18.46642000
-8.83056000;1.67204300;-18.46641000
-8.83795900;1.67869700;-18.46627000
-8.84432100;1.68440500;-18.46692000
-8.84993200;1.69011400;-18.46776000
-8.85624700;1.69734000;-18.46714000
-8.86286400;1.70367900;-18.46655000
-8.87010300;1.70911100;-18.46700000
-8.87779800;1.71341700;-18.46735000
-8.88528300;1.71565600;-18.46438000
-8.89323700;1.71646800;-18.46149000
-8.90135200;1.71615200;-18.45916000
-8.90944600;1.71385000;-18.45727000
-8.91891300;1.71186800;-18.45696000
-8.92693400;1.70854100;-18.45803000
-8.93519400;1.70478100;-18.45931000
-8.94195100;1.69981000;-18.45993000
-8.94989300;1.69512900;-18.45864000
-8.95758900;1.69109800;-18.45754000
-8.96515700;1.68672000;-18.45551000
-8.97203100;1.68127200;-18.45408000
-8.97856200;1.67550600;-18.45224000
-8.98611000;1.67069900;-18.45036000
-8.99439200;1.66692700;-18.44849000
-9.00260400;1.66395700;-18.44672000
-9.00903700;1.65912000;-18.44531000
-9.01304200;1.65212200;-18.44394000
-9.01652800;1.64442200;-18.44369000
-9.01999600;1.63739800;-18.44166000
-9.02292700;1.62958300;-18.43969000
-9.02520900;1.62066100;-18.43782000
-9.02641200;1.61231300;-18.43726000
-9.02783900;1.60358900;-18.43807000
-9.02891200;1.59526000;-18.43819000
-9.03075400;1.58673600;-18.43888000
-9.03283400;1.57873200;-18.43912000
-9.03381500;1.56945400;-18.43847000
-9.03458500;1.56000800;-18.43737000
-9.03296000;1.55007800;-18.43697000
-9.02993300;1.54205700;-18.43546000
-9.02684400;1.53370100;-18.43261000
-9.02389700;1.52619000;-18.42849000
-9.02181300;1.51809000;-18.42531000
-9.02048200;1.50888300;-18.42377000
-9.01971600;1.49966900;-18.42299000
-9.02182700;1.49077100;-18.42141000
-9.02341600;1.48269500;-18.42039000
-9.02537500;1.47379200;-18.42045000
-9.02596600;1.46449300;-18.42003000
-9.02459000;1.45448500;-18.41883000
-9.02280800;1.44645500;-18.41705000
-9.02066500;1.43786500;-18.41276000
-9.01925200;1.43039000;-18.40839000
-9.01694900;1.42310200;-18.40518000
-9.01594400;1.41509400;-18.40288000
-9.01573800;1.40706900;-18.40114000
-9.01666500;1.39772000;-18.40087000
-9.01911800;1.38914200;-18.40060000
-9.02158300;1.38147600;-18.40054000
-9.02446600;1.37279200;-18.40063000
-9.02680400;1.36398000;-18.40121000
-9.02904400;1.35570500;-18.40234000
-9.03109000;1.34758400;-18.40313000
-9.03369000;1.33865200;-18.40334000
-9.03434300;1.33010700;-18.40340000
-9.03599500;1.32083200;-18.40467000
-9.03866900;1.31279100;-18.40554000
-9.04422900;1.30551200;-18.40645000
-9.05334900;1.30265300;-18.40642000
-9.06227500;1.30196500;-18.40531000
-9.07070000;1.30306500;-18.40404000
-9.07927200;1.30350000;-18.40269000
-9.08743800;1.30270700;-18.40168000
-9.09551600;1.30150600;-18.40092000
-9.10426900;1.30004000;-18.40044000
-9.11397500;1.30042500;-18.39908000
-9.12215000;1.30060800;-18.39819000
-9.13093000;1.30134000;-18.39717000
-9.13938200;1.30191900;-18.39601000
-9.14735800;1.30277100;-18.39469000
-9.15538000;1.30400200;-18.39325000
-9.16550800;1.30572600;-18.39117000
-9.17490300;1.30830000;-18.38853000
-9.18447100;1.30936700;-18.38681000
-9.19422500;1.31192300;-18.38451000
-9.20200700;1.31321500;-18.38303000
-9.20998100;1.31448600;-18.38155000
-9.21846700;1.31595100;-18.37999000
-9.22681900;1.31655000;-18.37890000
-9.23522100;1.31721600;-18.37787000
-9.24543600;1.31690800;-18.37705000
-9.25434800;1.31672400;-18.37574000
-9.26217400;1.31703300;-18.37386000
-9.27030400;1.31956000;-18.37072000
-9.27683300;1.32561100;-18.36622000
-9.28138500;1.33291200;-18.36220000
-9.28439800;1.34023700;-18.35894000
-9.28578100;1.34820300;-18.35596000
-9.28636800;1.35768500;-18.35351000
-9.28627900;1.36667000;-18.35217000
-9.28530300;1.37567900;-18.35151000
-9.28321700;1.38412000;-18.35147000
-9.28130000;1.39311500;-18.35145000
-9.28074400;1.40117800;-18.35138000
-9.28020100;1.41049800;-18.35207000
-9.27985000;1.41979000;-18.35267000
-9.27935900;1.42936100;-18.35306000
-9.27873500;1.43918600;-18.35334000
-9.27841700;1.44905500;-18.35442000
-9.27914800;1.45763400;-18.35526000
-9.28064000;1.46646300;-18.35586000
-9.28105600;1.47467900;-18.35650000
-9.28063700;1.48431500;-18.35732000
-9.28032000;1.49408700;-18.35750000
-9.27892700;1.50319500;-18.35706000
-9.27694400;1.51108600;-18.35699000
-9.27582500;1.51906200;-18.35672000
-9.27490400;1.52716200;-18.35585000
-9.27377900;1.53531700;-18.35442000
-9.27336200;1.54420200;-18.35339000
-9.27273500;1.55355200;-18.35316000
-9.27214200;1.56178900;-18.35307000
-9.27033500;1.57030700;-18.35297000
-9.26817700;1.57939600;-18.35273000
-9.26679800;1.58783200;-18.35153000
-9.26555300;1.59689800;-18.34939000
-9.26515800;1.60508400;-18.34806000
-9.26484300;1.61419600;-18.34831000
-9.26412300;1.62222700;-18.34862000
-9.26336000;1.63118000;-18.34780000
-9.26251500;1.63912000;-18.34558000
-9.26106100;1.64707600;-18.34274000
-9.25937900;1.65478400;-18.33994000
-9.25708800;1.66234800;-18.33733000
-9.25567100;1.67006600;-18.33490000
-9.25456200;1.67782800;-18.33221000
-9.25376500;1.68558400;-18.32919000
-9.25312800;1.69411400;-18.32635000
-9.25455000;1.70276900;-18.32367000
-9.25694800;1.71063100;-18.32231000
-9.26186300;1.71877200;-18.31985000
-9.26648700;1.72486200;-18.31677000
-9.27302600;1.72999100;-18.31443000
-9.27976900;1.73464700;-18.31156000
-9.28602400;1.73888700;-18.30817000
-9.29387000;1.74391900;-18.30502000
-9.30108200;1.74893000;-18.30184000
-9.30895600;1.75308200;-18.30022000
-9.31663600;1.75732300;-18.29703000
-9.32474500;1.75983100;-18.29529000
-9.33270400;1.76185400;-18.29280000
-9.34043600;1.76375700;-18.29012000
-9.34891200;1.76586700;-18.28766000
-9.35715700;1.76951100;-18.28380000
-9.36629600;1.77261700;-18.28176000
-9.37383700;1.77506400;-18.27985000
-9.38294400;1.77779900;-18.27711000
-9.39204500;1.77903700;-18.27492000
-9.40097500;1.77983400;-18.27164000
-9.41022500;1.77994900;-18.26919000
-9.41969900;1.78024500;-18.26589000
-9.42780600;1.78151000;-18.26170000
-9.43734500;1.78284700;-18.25889000
-9.44691800;1.78417100;-18.25741000
-9.45689000;1.78577200;-18.25592000
-9.46503900;1.78677600;-18.25439000
