take start: 1538056972514
User_Id;Timestamp_Start;Timestamp_Stop;Collision;Feedback
18;1538057333468;1538057765086;Col_on;FB_on;
18;1538058890867;1538059333941;Col_on;FB_off;
18;1538060028748;1538060373129;Col_off;FB_off;
18;1538061160219;1538061420148;Col_off;FB_on;
