take start: 1534928630411,,,,
User_Id,Timestamp_Start,Timestamp_Stop,Collision,Feedback
14,1534928845068,1534929193420,Col_on,FB_on
14,1534930076864,1534930369590,Col_off,FB_on
14,1534930948055,1534931216025,Col_on,FB_off
14,1534931649119,1534931952157,Col_off,FB_off
