take start: 1538989299064,,,,,
User_Id,Timestamp_Start,Timestamp_Stop,Collision,Feedback,
21,1538989572429,1538989832528,Col_on,FB_off,260099
21,1538990673801,1538990911832,Col_off,FB_off,238031
21,1538991581280,1538991833544,Col_off,FB_on,252264
21,1538992337250,1538992564665,Col_on,FB_on,227415
