take start: 1534332251942
User_Id;Timestamp_Start;Timestamp_Stop;Collision;Feedback
12;1534332572768;1534333113940;Col_off;FB_off;
12;1534335718095;1534336141490;Col_on;FB_off;
12;1534336960294;1534337341344;Col_on;FB_on;
12;1534338186851;1534338691280;Col_off;FB_on;
