take start: 1539086220532
User_Id;Timestamp_Start;Timestamp_Stop;Collision;Feedback
22;1539088865945;1539089118296;Col_on;FB_off;
22;1539090949917;1539091197167;Col_off;FB_off;
22;1539092023264;1539092369559;Col_on;FB_on;
22;1539092931860;1539093165558;Col_off;FB_on;
